id,date,description,latitude,location,longitude,metadata,name,photos,summary,title
rec_cobdg3tbjt595h6376f0,1965-12-01T06:00:00Z,"Local newspapers and newscasts reported a fireball observed in
the skies over Kecksburg. According to some residents, they found
an acorn-shaped object in the woods. The U.S. military closed off
the area to investigate and reported no evidence of a crash. A
model built for Unsolved Mysteries is kept on display by the fire
department, which leads an annual UFO celebration. [110][111][112]At approximately 4:45 p.m. on the afternoon of December 9, 1965, several reports of a “fireball” streaking through the sky were reported by residents of several states including Pennsylvania, Indiana, Ohio, Michigan, West Virginia, New York, and Canadian observers. Witnesses included weather observers and Canadian Coast Guard personnel. The sightings received additional corroboration from airplane pilots who described seeing a “flash of orange fire” in the sky coinciding with the reports, and witnesses in several states described seeing what they believed to be “falling debris” accompanying the fireball. Andrew Rosepiler, a resident of Midland, Pennsylvania, saw the object while driving, and “judged the object about the size of a football” with a long, trailing tail of fire and smoke. Another observer in the nearby township of Patterson claimed her son had observed, “a big ball of fire fall into the woods and the woods are smoking.” One pilot observer, Raymond Wallings of Ohio, was flying over Lake Erie when he observed a fireball that he watched until he believed it “plummeted into the lake.” Early speculations about what the object had been included a meteor, as well as the launch of a test rocket over Lake Erie, although Coast Guard and Air Force officials later confirmed that no rocket launch had occurred. ³ Several small grass fires were also reported in various parts of Ohio and Pennsylvania coinciding with sightings of the fireball.
According to a Memo for the Record from the Project Blue Book case file for the Kecksburg incident dated December 10, 1965, a Major Howard from the Pentagon contacted the Air Force requesting information that could be given to the press about the fireball sighting the previous day. The memo states that Quintanilla “told him that a team of men were sent out from the Oakdale Radar Site in Oakdale, Pennsylvania,” who helped with the search near Kecksburg “until 2 o’clock, and were unsuccessful in finding the object.” The memo adds that detections of the object had been visual, and that it “was not picked up by radar,” and that the team of men who were sent out to pick up the object “worked along with the State Highway Patrol in trying to recover the object.” Quintanilla advised the Pentagon “to call it a meteor that entered the atmosphere,” though adding that the investigation was still ongoing, and that “There was no space debris which entered the atmosphere on 9 December 1965.” Similar memos issued on the same date further detail that a metallic substance located around the time of the fireball sighting was radar chaff foiling material recovered near La Pierre, Michigan.
In the decades after the incident, several individuals eventually came forward claiming to have observed an object in the wooded area where U.S. Air Force personnel and Pennsylvania State Highway Patrol workers conducted their search on the evening of December 9, 1965. Testimony from these individuals, collected by Pennsylvania investigator Stan Gordon, detailed observations of a “large metallic acorn-shaped object partially buried in the ground,” large enough for a man to stand within. The object was described as bronze or gold in color, and no rivets or seams were visible on its surfaces. Some individuals also said they observed unusual markings or “hieroglyphics” on portions of the object. Investigative reporter Leslie Kean, with help from the Washington law firm Lobel, Novins, and Lamont and others associated with the Sci Fi Channel, filed a lawsuit under the Freedom of Information Act to attempt to obtain records from NASA about the incident in a UFO advocacy initiative that became known as the Coalition for Freedom of Information (CFi). Two years later, in advance of the 40th anniversary of the Kecksburg incident, the space agency issued a statement saying that the incident had involved the reentry of a Russian satellite, but that two boxes of records pertaining to the incident “have been lost.” Dave Steitz, a NASA spokesperson, said that fragments from the object had been collected and studied by NASA scientists, but that records related to this had been misplaced sometime in the 1990s.",40.1848," Kecksburg, Pennsylvania NA, United States",-79.4606,{},"Kecksburg
UFO incident",,,
rec_cobdg3tbjt595h6376fg,1965-09-03T05:00:00Z,"Numerous people reported pulsating UFOs in Exeter, New
Hampshire. The events were the subject of The Incident at Exeter
by John G. Fuller. [107]",42.9814," Exeter, New Hampshire NA, United States",-70.9478,{},"The Incident
at Exeter",,,
rec_cobdg3tbjt595h6376g0,1965-07-01T05:00:00Z,"French farmer, Maurice Massé, witnessed a spherical vehicle in his
lavender field. He noticed and approached two individuals that he
observed near the vehicle, but after one pointed a tube in his
direction, he stood still feeling paralyzed. He described the beings
as child-sized, pale, large-headed, with only holes where a mouth
should be. Massé said that after they left in their vehicle, he was
never again able to grow a healthy plant in the area where the craft
had landed. He did not personally comment on the effect this had
on him, saying, ""One always says too much."" His wife reported
that the man was plagued with exhaustion for months, that he had
confessed some type of communication to her, and that it was a
""spiritual experience"" for her husband. [108][109]",," Valensole, Provence-Alpes- Côte d'Azur EU, France",,{},"The
Valensole
UFO incident",,,
rec_cobdg3tbjt595h6376gg,1965-06-04T05:00:00Z,"During Gemini 4, astronaut James McDivitt spotted a white cylinder
with a protruding arm traveling in his orbit. McDivitt has said that it
was impossible for him to assign scale to the object against the
black background of space, saying that it could have been small
enough to hold in his hands or ""the size of the Empire State
Building."" 106",," Above Hawaii OS, Low Earth orbit",,{},"Project
Gemini UFO",,,
rec_cobdg3tbjt595h6376h0,1965-01-01T06:00:00Z,"Romano-Jewish historian Flavius Josephus reported
chariots ""hurtling through the clouds"" prior to the First
Jewish-Roman War.[11]",49.6298," Judaea AS, Roman Empire",8.3555,{},"Sky army",,,
rec_cobdg3tbjt595h6376hg,1964-09-18T05:00:00Z,"Officer Jacob Salatun-founder of the National Institute of
Aeronautics and Space in Indonesia-wrote several books on
UFOs and founded an organization to study UFO reports after he
served as Minister of Industry. According to Salatun, one night
during the Indonesia-Malaysia Confrontation, pilots reported seeing
and shooting at a dark, mango-shaped craft with colored lights.
Salatun claims that fragments of the military's shells struck
individuals outside of their homes in Sidoarjo. [105]",-7.2575," AS, Surabaya, Indonesia",112.7521,{},"Dwikora
Operation
UFO incident",,,
rec_cobdg3tbjt595h6376i0,1964-04-24T06:00:00Z,"Police officer Lonnie Zamora investigated a roaring sound. Zamora
and a nearby tourist found a craft that took off shortly after their
arrival. The craft left impressions in the ground that did not aid in
identification. [104]https://www.nicap.org/reports/zamora.htm",34.0584," Socorro, New Mexico NA, United States",-106.8914,{},"Lonnie
Zamora
incident",,,
rec_cobdg3tbjt595h6376ig,1963-01-01T06:00:00Z,"In January 1963, residents of the village of Kallamishtez in the
Kurvelesh area reported seeing a bright object in the sky. Albanian
authorities attempted to calm the population by telling them that
what they had seen was not a UFO, but rather a new model of a jet
plane being used by the Albanian Air Force. [26][27]",40.1833," Kurvelesh EU, Albania",19.9333,{},"Kallamishtez
UFO incident",,,
rec_cobdg3tbjt595h6376j0,1961-09-19T05:00:00Z,"The Hills reported the first alien abduction experience to be widely
spread in English-language publications. While driving home, they
observed a light move through the sky and land ahead of them.
Barney Hill said that, against his will, he turned the car down a side
road towards the light, where he found six small humanoid beings
waiting for them. Betty Hill reported that they inserted a needle
through her navel among other vaguely medical tests. [103]",," South of Lancaster on Route 3, New Hampshire NA, United States",,{},"Betty and
Barney Hill
abduction",,,
rec_cobdg3tbjt595h6376jg,1957-11-01T06:00:00Z,"Drivers observed cigar-shaped lights above the highway, followed
by electrical failures. [101][102]",33.5873," Levelland, Texas NA, United States",-102.378,{},"Levelland
UFO case",,,
rec_cobdg3tbjt595h6376k0,1957-11-01T06:00:00Z,"Through binoculars, two Civil Aeronautics Administration tower
operators observed an egg-shaped object emitting a white light
beneath it. [89][90]",35.0844," Albuquerque, New Mexico NA, United States",-106.6504,{},"Kirtland AFB
UFO sighting",,,
rec_cobdg3tbjt595h6376kg,1957-10-15T05:00:00Z,"Law student, Antônio Vilas-Boas, described being abducted by
humanoid aliens and taken aboard their egg-shaped craft. He also
said that he was confined within a small round room where he was
compelled to have sex with a four foot tall alien woman. [100]",-19.8603," Near São Francisco de Sales, Minas Gerais SA, Brazil",-49.771,{},"Antônio
Vilas-Boas
Abduction",,,
rec_cobdg3tbjt595h6376l0,1957-09-07T05:00:00Z,"At Praia das Toninhas, in Ubatuba, an unknown flying object
exploded near the beach. Pieces of the craft were collected and
examined. [99]",-23.4345," Ubatuba, São Paulo SA, Brazil",-45.0849,{},"Explosion in
Ubatuba",,,
rec_cobdg3tbjt595h6376lg,1957-05-20T05:00:00Z,"U.S. Air Force fighter pilot Milton Torres reports that he was ordered
to intercept and fire on a UFO displaying ""very unusual flight
patterns"" over East Anglia. Ground radar operators tracked what
was believed to be an unidentified aircraft for some time before
Torres' plane was scrambled to intercept. [95][96][97][98]",52.3555," East Anglia EU, United Kingdom",-1.1743,{},"Milton Torres
1957 UFO
Encounter",,,
rec_cobdg3tbjt595h6376m0,1957-05-03T05:00:00Z,"Gordon Cooper, one of the original Project Mercury
astronauts, witnessed a type of metallic craft without
wings flying over Germany in the 1950s. At the time,
Cooper believed these to be Soviet aircraft. His attitude
later changed after an incident at Edwards Air Force
Base. Cooper sent a crew of James Bittick and Jack
Gettys out to a dry lake bed to set up data-recording
photography equipment. Cooper said the two men,
both familiar with experimental aircraft, came back
shaken and talking about witnessing a wingless aircraft
with retractable legs silently land and take off near
them. Cooper reported the incident to The Pentagon
which asked for all photographs of the craft. Cooper
looked at the photos before sending them off and felt
that the government covered up a UFO
encounter. [93][94",34.9215," Edwards Air Force Base, California NA, United States",-117.8908,{},"Gordon
Cooper UFO
Sightings",,,
rec_cobdg3tbjt595h6376mg,1956-08-13T05:00:00Z,"A series of photos depicting a supposed UFO, were taken on 24
July near Rosetta in the Drakensberg region. The photographer,
meteorologist Elizabeth Klarer, claimed detailed adventures with an alien race including having had an alien lover, Akon, who would have fathered her son Ayling. [91][92]",-28.7594," Drakensberg AF, South Africa",28.9122,{},"Elizabeth
Klarer",,,
rec_cobdg3tbjt595h6376n0,1956-07-24T05:00:00Z,"United States Air Force (USAF) and Royal Air Force (RAF) radar
operators (from Lakenheath RAF Station, Bentwaters RAF Station,
and Sculthorpe RAF Station) detected up to 15 objects over
Suffolk. An RAF pilot was sent out from Waterbeach RAF Station
in a de Havilland Venom, a jet aircraft with Airborne Interception
radar. The pilot reported spotting the object on radar and visually
observing a luminous white object that moved behind his craft
when he attempted to intercept. [89][90]",52.1872," Suffolk, England EU, United Kingdom",0.9708,{},"Lakenheath-
Bentwaters
incident",,,
rec_cobdg3tbjt595h6376ng,1955-08-21T05:00:00Z,"At a rural farmhouse, eleven people witnessed creatures in the
night. Two of the men opened fire with a shotgun and rifle, and the
entire group later fled to the Hopkinsville police station. The
creatures have been variously described as goblins, aliens, ""little
green men"", owls, and circus monkeys. Four officers, five state
troopers, three deputies, and four military police investigated the
farmhouse finding bullet holes but no monsters. The story has had
a broad impact on popular culture. [86][87][88]",," A farmhouse near Hopkinsville, Kentucky NA, United States",,{},"Kelly-
Hopkinsville
encounter",,,
rec_cobdg3tbjt595h6376o0,1954-10-27T06:00:00Z,"A football game between Fiorentina and Pistoiese was under way at
the Stadio Artemio Franchi when a group of UFOs traveling at high
speed abruptly stopped over the stadium. The stadium became
silent as the crowd of around 10,000 spectators witnessed the
event and described the UFOs as cigar shaped. [84][85]",43.7816," Stadio Artemio Franchi in Florence EU, Italy",11.2831,{},"Fiorentina
Stadium
Mass
Sighting",,,
rec_cobdg3tbjt595h6376p0,1952-09-12T05:00:00Z,"Three local boys followed a bright object into the forest to what
they believed was a UFO landing. They went to the nearby home of
Kathleen May who accompanied them back to the spot along with
2 other children and teenage National Guardsman Eugene Lemon.
In the forest, they smelled a foul odor and saw what May described
as a tall figure with claws and ""a head that resembled the ace of
spades"". Edward May, Fred May, Kathleen May https://www.wvencyclopedia.org/articles/2083.",38.7232," Flatwoods, West Virginia NA, United States",-80.6498,{},"The
Flatwoods
Monster",,,
rec_cobdg3tbjt595h6376pg,1952-07-19T05:00:00Z,"Air traffic controllers at Washington National Airport https://www.nationalgeographic.com/history/article/looking-back-washington-dc-ufo-sightings",38.9072," Washington, D.C., USA",-77.0369,{},"Washington, D.C. UFO Incident",,,
rec_cobdg3tbjt595h6376q0,1952-07-14T05:00:00Z,"William B. Nash and William H. Fortenberry, pilots of a DC-4 airliner
of Pan American Airways, radioed the Norfolk civil aviation
authority to report eight large, round, glowing red objects. [81][82]",36.8508," Norfolk, Virginia NA, United States",-76.2859,{},"Nash-
Fortenberry
UFO sighting",,,
rec_cobdg3tbjt595h6376qg,1952-07-12T05:00:00Z,"A series of sightings in July 1952 accompanied radar contacts in
the Washington area. These were the first sightings to be widely
and seriously reported as potentially physical craft operated by
intelligent life from another planet. In response, the CIA formed the
Robertson Panel which advised Project Blue Book to ""strip the
Unidentified Flying Objects of the special status they have been
given and the aura of mystery they have unfortunately
acquired. [78][79][80]",38.9072," Washington, D.C. NA, United States",-77.0369,{},"1952
Washington,
D.C. UFO
incident",,,
rec_cobdg3tbjt595h6376r0,1952-01-29T06:00:00Z,"Four American military personnel aboard two different B-29
bombers reported seeing an orange globe-shaped light over two
different cities in northern Koreal",39.1539," Wonsan and Sunchon AS, Korea",127.446,{},"Wonsan-
Sunchon
UFO incident",,,
rec_cobdg3tbjt595h6376rg,1951-08-25T05:00:00Z,"Several Lights in V-Shaped formations were repeatedly spotted
flying over the city. Witnesses included W. I. Robinson, A. G.
Oberg, and W. L. Ducker, professors of geology, chemical
engineering, and petroleum engineering respectively. Teenage
student Carl Hart Jr. photographed the lights!
Professors from Texas Tech College https://www.history.com/news/lubbock-lights-ufo-sightings",33.5577," Lubbock, Texas NA, United States",-101.836,{},"Lubbock
Lights",,,
rec_cobdg3tbjt595h6376s0,1951-01-20T06:00:00Z,"Two pilots and a military officer passenger aboard a commercial
DC-3 reported being buzzed by an unidentified straight-winged
plane both larger and more maneuverable than a B-29. [77]",42.4963," Sioux City, lowa NA, United States",-96.4049,{},"Sioux City
mystery
plane incident",,,
rec_cobdg3tbjt595h6376sg,1950-08-15T05:00:00Z,"The manager of Great Falls' pro baseball team took color film of
two UFOs flying over Great Falls. The film was extensively analyzed by the US Air Force and several independent
investigators. [75][76]",47.5053," Great Falls, Montana NA, United States",-111.3008,{},"Mariana UFO
incident",,,
rec_cobdg3tbjt595h6376t0,1950-05-11T05:00:00Z,"A farmer took pictures of a purported ""flying saucer"". These were
the first flying saucer photographs since the coining of the term. [74]",45.227," a farm near McMinnville, Oregon NA, United States",-123.2297,{},"McMinnville
UFO
photographs",,,
rec_cobdg3tbjt595h6376tg,1948-10-01T06:00:00Z,"A US Air Force pilot sighted and pursued a UFO for 27 minutes
over Fargo, North Dakota. According to US Air Force officer
Edward J. Ruppelt, this was one of three cases, along with the
Mantell incident and Chiles-Whitted encounter, that shifted the
Air Force's attitude about UFO reports leading to the creation of
Project Blue Book. [72][73]",47.5515," North Dakota NA, United States",-101.002,{},"Gorman
dogfight",,,
rec_cobdg3tbjt595h6376u0,1948-07-24T05:00:00Z,"Clarence Chiles and John Whitted, American commercial pilots,
reported that their airplane had nearly collided with a UFO near
Montgomery. According to the pilots the object ""looked like a
wingless aircraft it seemed to have two rows of windows
through which glowed a very bright light, as brilliant as a
magnesium flare. ""[70][71]",32.394," Montgomery, Alabama NA, United States",-86.3139,{},"Chiles-
Whitted
UFO
encounter",,,
rec_cobdg3tbjt595h6376ug,1948-03-25T06:00:00Z,"Conmen Silas Newton and Leo Gebauer sold ""magnetic oil-
detecting machines"" based on the story that they had
replicated technology from a crashed spaceship. The pair were
convicted of fraud in 1953. Elements of their story regarding a
crashed ship with occupants were later entangled in the
Roswell narrative. [67][68][69]",34.9727," New Mexico NA, United States",-105.0324,{},"Aztec, New
Mexico
UFO hoax",,,
rec_cobdg3tbjt595h6376v0,1948-01-07T06:00:00Z,"Captain Thomas F. Mantell, a Kentucky Air National Guard
pilot, died in the crash of his P-51 Mustang fighter plane near
Franklin, Kentucky, United States, after being sent in pursuit of
an unidentified flying object. While following the object, he
climbed beyond 25,000 feet (7,600 m) and blacked out from a
lack of oxygen. The military later identified the craft he was
pursuing as likely a Skyhook weather balloon. [64][65][66]",37.8393," Kentucky NA, United States",-84.27,{},"Mantell
UFO
incident",,,
rec_cobdg3tbjt595h6376vg,1948-01-01T06:00:00Z,"The US Air Force investigated reports of green flares streaking
across the sky after an Air Force C-47 transport encountered a
green ball of fire on 5 December 1948. The pilot, Captain
Goede, described the object as larger than a meteor and not
arching downward as a meteor would. The Air Force
investigation was inconclusive. [62][63]",,"Roswell, New Mexico United States",,{},"The Green
Fireballs",,,
rec_cobdg3tbjt595h637700,1947-07-08T05:00:00Z,"Walter Haut, a United States Army Air Forces spokesperson,
issued a press release announcing the ""capture"" of a ""flying
saucer"". Hours later, the Army announced that the find was a
crashed weather balloon. In 1978, the case regained attention
after Jesse Marcel, the Army Officer who recovered the
wreckage, told UFO researchers that the weather balloon
explanation was a cover story. In 1994, the Air Force attributed
the incident to the previously classified Project Mogul. [61]

The Roswell incident is a significant event in UFO history, occurring in 1947 near Roswell, New Mexico. It has been the subject of numerous conspiracy theories regarding extraterrestrial life and government cover-ups.

## Initial Incident and Military Response

In June 1947, a rancher named W.W. ""Mac"" Brazel discovered unusual debris on his property, including tinfoil, rubber strips, and sticks. He reported this to the local sheriff, who contacted the Roswell Army Air Field (RAAF). The RAAF issued a press release claiming they had recovered a ""flying disc"" from the ranch, which made international headlines. However, the military quickly retracted the statement, asserting that the debris was from a weather balloon, not a flying saucer[2][3].

## Project Mogul

The debris was later revealed to be part of Project Mogul, a top-secret U.S. military operation aimed at detecting Soviet nuclear tests using high-altitude balloons. This revelation came in 1994, but it did little to quell the conspiracy theories surrounding the incident[3].

## Conspiracy Theories and Cultural Impact

The incident faded from public attention until 1978, when retired Air Force officer Jesse Marcel claimed the weather balloon explanation was a cover-up. This claim fueled speculation that the debris was of extraterrestrial origin, leading to the publication of the book ""The Roswell Incident"" in 1980. This book and subsequent claims expanded the narrative to include alien bodies, government cover-ups, and reverse-engineered alien technology[2][3].

The Roswell incident has since become a cultural phenomenon, inspiring numerous books, films, and television shows. The city of Roswell capitalizes on this association, hosting an annual UFO festival and housing the International UFO Museum and Research Center[3].

## Official Reports and Skepticism

In 1997, the U.S. Air Force released ""The Roswell Report: Case Closed,"" which suggested that stories of alien bodies might have originated from witnesses misremembering events involving crash test dummies and other unrelated incidents. Despite these official explanations, many UFO enthusiasts remain convinced of a government cover-up[3].

Overall, the Roswell incident remains a pivotal moment in UFO lore, symbolizing the enduring fascination and skepticism surrounding extraterrestrial life and government transparency.

The initial media coverage of the Roswell incident in 1947 was marked by sensational headlines and rapid retractions. On July 8, 1947, the Roswell Army Air Field (RAAF) issued a press release stating that they had recovered a ""flying disc"" from a ranch near Roswell, New Mexico. This announcement was quickly picked up by the media, with the *Roswell Daily Record* running a headline that read, ""RAAF Captures Flying Saucer On Ranch in Roswell Region"" [2].

However, almost immediately after this initial report, the military retracted their statement, claiming that the debris was actually from a weather balloon. The *Roswell Morning Dispatch* followed up with a headline on July 9, 1947, stating, ""Army Debunks Roswell Flying Disk as World Simmers with Excitement,"" which reflected the military's revised explanation that the object was a weather balloon carrying a radar target [2][4].

The swift change in the official narrative contributed to public intrigue and skepticism, setting the stage for the enduring conspiracy theories that would later surround the incident. Despite the retraction, the initial claim of a ""flying disc"" had already captured public attention, leading to widespread speculation about the possibility of extraterrestrial involvement [1][2].

Citations:
[1] https://en.wikipedia.org/wiki/Roswell_incident
[2] https://www.britannica.com/event/Roswell-incident
[3] https://www.govinfo.gov/content/pkg/GAOREPORTS-NSIAD-95-187/html/GAOREPORTS-NSIAD-95-187.htm
[4] https://www.cbsnews.com/news/roswell-ufo-incident-1947-headline-dispatch/
[5] https://libraries.uta.edu/roswell/images

Citations:
[1] https://www.af.mil/The-Roswell-Report/
[2] https://en.wikipedia.org/wiki/Roswell_incident
[3] https://www.britannica.com/event/Roswell-incident
[4] https://www.amazon.com/Roswell-UFO-Crash-Really-Happened/dp/1933424273
[5] https://libraries.uta.edu/roswell/images",33.400322,"Roswell, New Mexico , United States",-104.534897,{},"The
Roswell
Incident",,,
rec_cobdg3tbjt595h63770g,1947-07-04T05:00:00Z,"A United Airlines crew including Captain Emil Smith, co-pilot
Ralph Stephens, and flight attendant Marty Morrow witnessed
nine unidentified objects. Believing them to be aircraft, Smith
flashed the plane's landing lights intending to alert the objects
which he described as ""smooth on the bottom and rough
appearing on top"".[59][60]",," En route from Boise, Idaho to Pendleton, Oregon NA, United States",,{},"Flight 105
UFO
sighting",,,
rec_cobdg3tbjt595h637710,1947-06-24T05:00:00Z,"Private pilot Kenneth Arnold was flying near Mount Rainier
when he reported seeing a group of reflective craft moving at
high speeds and flashing in the sun like mirrors. Bill Bequette
of the East Oregonian, who first interviewed Arnold,
summarized the sighting as, ""nine saucer-like aircraft flying in
formation."" This introduced the term flying saucers, and
Arnold's sighting sparked an explosion of UFO reports around
the country.[53][54][55][56]",46.8523," North of Mount Rainier, Washington NA, United States",-121.7603,{},"Kenneth
Arnold UFO
sighting",,,
rec_cobdg3tbjt595h63771g,1947-06-21T05:00:00Z,"Fred Crisman mailed an account from employee Harold A.
Dahl, along with a cigar box of metal wreckage, to Raymond A.
Palmer who had previously published the Shaver Mystery
stories. Dahl claimed that his dog was killed and his son was
injured by debris in an encounter with six flying doughnut-
shaped objects. He also reported that he was subsequently
threatened by Men in Black. On July 31, 1947, Palmer
arranged a meeting between Crisman, Dahl, Air Force
investigators, and flying saucer witnesses Kenneth Arnold &
Emil Smith. [51][52]",47.8109," Puget Sound near Maury Island, Washington NA, United States",-122.3883,{},"Maury
Island
incident",,,
rec_cobdg3tbjt595h63772g,1947-01-01T06:00:00Z,"After the Kenneth Arnold sighting was reported in the news,
over 800 similar sightings were reported throughout 1947. [57][58]",47.7511," Washington and other states NA, United States",-120.7401,{},"1947 flying
disc craze",,,
rec_cobdg3tbjt595h637730,1946-05-18T05:00:00Z,"Swedish entrepreneur Gösta Carlsson, attributed his success
to a 1946 UFO encounter, that he commemorated with a
concrete monument. Independent investigations did not verify
his account. [48][49][50]",56.2457," Ängelholm, Kristianstads County EU, Sweden",12.8639,{},"Ängelholm
UFO
memorial",,,
rec_cobdg3tbjt595h63773g,1946-01-01T06:00:00Z,"Thousands of UFO sightings were reported over Europe. Due in
part to concerns that foreign governments were testing
recovered experimental German technology, the Swedish and
Greek governments investigated the reports separately. [47]",58.5837," EU, Scandinavia and other parts of Europe",16.1859,{},"The Ghost
Rockets",,,
rec_cobdg3tbjt595h637740,1945-01-01T05:00:00Z,"According to one account, a large, avocado-shaped flying
object struck a communication tower in a patch of New Mexico
desert now known as the Trinity Site, where the world's first
atomic bomb was detonated in July 1945. [46]",34.9727," New Mexico NA, United States",-105.0324,{},"Trinity UFO
Case",,,
rec_cobdg3tbjt595h63774g,1942-02-24T05:00:00Z,"Just months after the Japanese attack on Pearl Harbor, U.S.
radar stations picked up an unidentified aerial object in the
early morning. For several hours, anti-aircraft artillery fired
thousands of rounds, and the LA Times reported that ""the air
over Los Angeles erupted like a volcano. ""[44][45]",34.0549," Los Angeles, California NA, United States",-118.2426,{},"Battle of
Los
Angeles",,,
rec_cobdg3tbjt595h637750,1941-01-01T06:00:00Z,"A local legend gained wider attention in the 1980s when
resident Charlotte Mann claimed in interviews that her father,
Reverend William Huffman of the Red Star Baptist Church, had
administered last rites for the dying crew of a crashed flying
saucer. [41][42][43]",37.3059," Cape Girardeau, Missouri NA, United States",-89.5181,{},"Cape
Girardeau
UFO legend",,,
rec_cobdg3tbjt595h63775g,1940-01-01T06:00:00Z,"During World War II, allied fighter pilots above Europe reported
colorful balls of light following their aircraft at high speeds. [40]",," IC, Over World War II theaters",,{},"Foo fighters",,,
rec_cobdg3tbjt595h637760,1933-01-01T06:00:00Z,"On June 1st of the 1933 Mount Everest expedition, Smythe
sighted two dark-coloured unidentified flying objects hovering
and pulsating in the sky. [38][39]",27.9881," Mount Everest in the Himalayas",86.925,{},"Frank
Smythe
UFO
sighting",,,
rec_cobdg3tbjt595h63776g,1926-01-01T06:00:00Z,"During his Asian expedition, Russian theosophist Nicholas
Roerich reported an oval in the sky above his caravan, which
was later interpreted as a ""flying saucer"" by Roerich's Russian
followers.",50.1273," AS, Tibet",8.7036,{},"Nicholas
Roerich
UFO
sighting",,,
rec_cobdg3tbjt595h637770,1917-08-13T06:00:00Z,"Thousands of people gathered in Fátima based on reported
Marian apparitions and claimed to see bizarre solar activity.
Catholic bishop José Alves Correia da Silva declared the
miracle ""worthy of belief"" on 13 October 1930, and the primarily
Catholic witnesses described the event in religious terms.
Despite the many photographers present in the crowd, no
unusual photo of the sun was captured. Later, Jacques Vallée, Joaquim Fernandes and Fina d'Armada would interpret it as a
mass UFO sighting. [31][32][33][34]",39.6169," Fátima, Santarém District EU, Portugal",-8.652,{},"Miracle of
the Sun",,,
rec_cobdg3tbjt595h63777g,1909-01-01T06:00:00Z,"In August 1909, moving and whirring lights were reported in the
sky around Otago. In the following months, many sightings
were reported across New Zealand with varying descriptions of
the craft and crew. [28][29][30]",-45.4791," Otago OC, New Zealand",170.1548,{},"New
Zealand
airship
sightings",,,
rec_cobdg3tbjt595h637780,1907-01-01T06:00:00Z,"Mihal Grameno a distinguished Albanian journalist, writer, and
activist writes in The Albanian Uprising, ""One night, while the
fighters of Çerciz were stationed at the top of a high mountain,
a shiny object flew in front of us, stood suspended in the air for
several minutes, and then disappeared""",42.3879," Albania EU, Ottoman Empire",18.9265,{},"Mihal
Grameno
UFO",,,
rec_cobdg3tbjt595h63778g,1897-04-17T06:00:00Z,"Local correspondent S.E. Hayden reported the crash of an
airship piloted by an alien. According to Hayden, the pilot was
buried in the local cemetery. Residents of Aurora embrace the
story without taking it seriously. [23][24]",33.0607," Aurora, Texas NA, United States",-97.5034,{},"Aurora,
Texas, UFO
incident",,,
rec_cobdg3tbjt595h637790,1896-11-17T06:00:00Z,"Newspapers across California, and later other states, especially
the Midwest, printed reports of strange airships and lights.
Common elements of the descriptions included bright lights,
cigar-shaped bodies, wings and metallic hull. [22]",40.5512," NA, United States",-85.6024,{},"Mystery
airships",,,
rec_cobdg3tbjt595h63779g,1883-08-12T05:50:36Z,"On August 12, the astronomer José Bonilla photographed
hundreds of dark objects crossing the sun while observing
sunspot activity at Zacatecas Observatory in Mexico. Bonilla
published an account of the event three years later in
L'Astronomie. [20][21]",22.7789," Zacatecas Observatory, Zacatecas NA, Mexico",-102.5668,{},"Bonilla
observation",,,
rec_cobdg3tbjt595h6377a0,1803-02-22T05:50:36Z,"In 1803, local fishermen reportedly found a closed vessel with
small windows adrift. They said when they investigated it that ""a
beautiful young woman"" with red and white hair and dressed in
strange clothes emerged, holding a square box ""that no one was
allowed to touch"" and that she spoke to them in a language they
had never heard before. [19]",36.5991," Hitachi Province AS, Japan",140.6505,{},"Utsuro-bune
at Haratono-
hama",,,
rec_cobdg3tbjt595h6377ag,1609-09-22T05:50:36Z,"On September 22, 1609, multiple witnesses in Goseong,
Wonju Gangneung, Chuncheon County and Yangyang County
described a Halo or washbowl that was divided in two in the
sky. [18]",37.725," Gangwon Province AS, Joseon (Korea)",128.301,{},"Gwanghaegun
period UFO
Turmoil",,,
rec_cobdg3tbjt595h6377b0,1566-08-07T05:50:36Z,"A broadsheet published in 1566 depicted numerous spherical
objects appearing out of the sun. [16] The event was recorded and depicted by Samuel Coccius, ""a student of the Holy
Scripture and of the free arts, at Basel"". [17]",47.5596," Basel, Basel EU, Switzerland",7.5886,{},"1566 celestial
phenomenon over
Basel",,,
rec_cobdg3tbjt595h6377bg,1561-04-14T05:50:36Z,"Residents of Nuremberg described an aerial battle, followed
by the appearance of a large black triangular object, and then
a crash outside of the city. A broadsheet recorded that
witnesses observed hundreds of spheres, cylinders and other
odd-shaped objects that moved erratically overhead. [16]",49.4565," Nuremberg, Bavaria EU, Holy Roman Empire",11.0394,{},"1561 celestial
phenomenon over
Nuremberg",,,
rec_cobdg3tbjt595h6377c0,1450-01-01T05:50:36Z,"After conquering the ancient Nubian city of Napata,
Thutmose III had a stele erected at the Temple of Amun,
beneath the Jebel Barkal outcropping. [5] The stele
describes how ""a star came down"" to set fire to
Thutmose's adversaries. [6][7] This has been cited by
ufologists via the purported Tulli Papyrus, likely a fraud. [8]
This alleged translation-published in issue 41 of the
Fortean Society's magazine Doubt-used such Fortean
tropes as ""circles of fire"" and fish that ""fell down from the
sky"" [9]:369-372",18.5346," Jebel Barkal, Lower Egypt AF, Ancient Egypt",31.8288,{},"Thutmose III
Jebel Barkal
Stele",,,
