id,city,coordinates,google-maps-location-id,latitude,longitude,name,state
rec_cp1v79b4f9p514bq7fp0,"St. John's","47.55, -52.666667","eyJpIjoiNDcuNTUsIC01Mi42NjY2NjciLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Ny41NSwibG5nIjotNTIuNjY2NjY3LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",47.55,-52.666667,"St. John's, Newfoundland and Labrador","Newfoundland and Labrador"
rec_cp1v79b4f9p514bq7fpg,"Potosi","42.6894444, -90.7119444","eyJpIjoiNDIuNjg5NDQ0NCwgLTkwLjcxMTk0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Mi42ODk0NDQsImxuZyI6LTkwLjcxMTk0NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",42.6894444,-90.7119444,"Potosi, Wisconsin","Wisconsin"
rec_cp1v79b4f9p514bq7fq0,"Onanole","50.658289, -99.971455",,50.658289,-99.971455,"Onanole, Manitoba","Manitoba"
rec_cp1v79b4f9p514bq7fqg,"Smyrna","33.915554, -84.516388","eyJpIjoiMzMuOTE1NTU0LCAtODQuNTE2Mzg4IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzMuOTE1NTU0LCJsbmciOi04NC41MTYzODgsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",33.915554,-84.516388,"Smyrna, Georgia","Georgia"
rec_cp1v79b4f9p514bq7fr0,"Hallowell","44.2858333, -69.7913889",,44.2858333,-69.7913889,"Hallowell, Maine","Maine"
rec_cp1v79b4f9p514bq7frg,"Montauk","41.0358333, -71.955","eyJpIjoiNDEuMDM1ODMzMywgLTcxLjk1NSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQxLjAzNTgzMywibG5nIjotNzEuOTU1LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",41.0358333,-71.955,"Montauk, New York","New York"
rec_cp1v79b4f9p514bq7fs0,"Mecca","33.5716667, -116.0763889","eyJpIjoiMzMuNTcxNjY2NywgLTExNi4wNzYzODg5IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzMuNTcxNjY3LCJsbmciOi0xMTYuMDc2Mzg5LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",33.5716667,-116.0763889,"Mecca, California","California"
rec_cp1v79b4f9p514bq7fsg,"Yuma","32.692651, -114.627692","eyJpIjoiMzIuNjkyNjUxLCAtMTE0LjYyNzY5MiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjMyLjY5MjY1MSwibG5nIjotMTE0LjYyNzY5MiwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",32.692651,-114.627692,"Yuma, Arizona","Arizona"
rec_cp1v79b4f9p514bq7ft0,"Morinville","53.8, -113.65","eyJpIjoiNTMuOCwgLTExMy42NSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjUzLjgsImxuZyI6LTExMy42NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",53.8,-113.65,"Morinville, Alberta","Alberta"
rec_cp1v79b4f9p514bq7ftg,"Lagos","6.524379, 3.379206",,6.524379,3.379206,"Lagos, Lagos","Lagos"
rec_cp1v79b4f9p514bq7fu0,"Everett","42.4083333, -71.0541667","eyJpIjoiNDIuNDA4MzMzMywgLTcxLjA1NDE2NjciLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Mi40MDgzMzMsImxuZyI6LTcxLjA1NDE2NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",42.4083333,-71.0541667,"Everett, Massachusetts","Massachusetts"
rec_cp1v79b4f9p514bq7fug,"Cardiff","33.0216667, -117.2802778","eyJpIjoiMzMuMDIxNjY2NywgLTExNy4yODAyNzc4IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzMuMDIxNjY3LCJsbmciOi0xMTcuMjgwMjc4LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",33.0216667,-117.2802778,"Cardiff, California","California"
rec_cp1v79b4f9p514bq7fv0,"Chesapeake","38.4277778, -82.4572222","eyJpIjoiMzguNDI3Nzc3OCwgLTgyLjQ1NzIyMjIiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozOC40Mjc3NzgsImxuZyI6LTgyLjQ1NzIyMiwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",38.4277778,-82.4572222,"Chesapeake, Ohio","Ohio"
rec_cp1v79b4f9p514bq7fvg,"Hillsdale","41.92, -84.6305556",,41.92,-84.6305556,"Hillsdale, Michigan","Michigan"
rec_cp1v79b4f9p514bq7g00,"federal heights","39.8513889, -104.9980556","eyJpIjoiMzkuODUxMzg4OSwgLTEwNC45OTgwNTU2IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzkuODUxMzg5LCJsbmciOi0xMDQuOTk4MDU2LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",39.8513889,-104.9980556,"federal heights, co","co"
rec_cp1v79b4f9p514bq7g0g,"Sierra Madre","34.1616667, -118.0519444","eyJpIjoiMzQuMTYxNjY2NywgLTExOC4wNTE5NDQ0IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzQuMTYxNjY3LCJsbmciOi0xMTguMDUxOTQ0LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",34.1616667,-118.0519444,"Sierra Madre, California","California"
rec_cp1v79b4f9p514bq7g10,"Washington","38.6591667, -87.1727778",,38.6591667,-87.1727778,"Washington, Indiana","Indiana"
rec_cp1v79b4f9p514bq7g1g,"Kilkenny","52.654145, -7.244788","eyJpIjoiNTIuNjU0MTQ1LCAtNy4yNDQ3ODgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo1Mi42NTQxNDUsImxuZyI6LTcuMjQ0Nzg4LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",52.654145,-7.244788,"Kilkenny, Kilkenny","Kilkenny"
rec_cp1v79b4f9p514bq7g20,"Wainscott","40.9366667, -72.2433333","eyJpIjoiNDAuOTM2NjY2NywgLTcyLjI0MzMzMzMiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MC45MzY2NjcsImxuZyI6LTcyLjI0MzMzMywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",40.9366667,-72.2433333,"Wainscott, New York","New York"
rec_cp1v79b4f9p514bq7g2g,"Channahon","41.4294444, -88.2286111",,41.4294444,-88.2286111,"Channahon, Illinois","Illinois"
rec_cp1v79b4f9p514bq7g30,"East Rutherford","40.8338889, -74.0975","eyJpIjoiNDAuODMzODg4OSwgLTc0LjA5NzUiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MC44MzM4ODksImxuZyI6LTc0LjA5NzUsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",40.8338889,-74.0975,"East Rutherford, New Jersey","New Jersey"
rec_cp1v79b4f9p514bq7g3g,"Lindsay","44.35, -78.75","eyJpIjoiNDQuMzUsIC03OC43NSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQ0LjM1LCJsbmciOi03OC43NSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",44.35,-78.75,"Lindsay, Ontario","Ontario"
rec_cp1v79b4f9p514bq7g40,"Meridian","43.605289, -116.416977",,43.605289,-116.416977,"Meridian, Idaho","Idaho"
rec_cp1v79b4f9p514bq7g4g,"Tenbury Wells","52.3, -2.583333","eyJpIjoiNTIuMywgLTIuNTgzMzMzIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NTIuMywibG5nIjotMi41ODMzMzMsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",52.3,-2.583333,"Tenbury Wells, England","England"
rec_cp1v79b4f9p514bq7g50,"valparaiso","41.4730556, -87.0611111","eyJpIjoiNDEuNDczMDU1NiwgLTg3LjA2MTExMTEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MS40NzMwNTYsImxuZyI6LTg3LjA2MTExMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",41.4730556,-87.0611111,"valparaiso, in","in"
rec_cp1v79b4f9p514bq7g5g,"Taos","36.4072222, -105.5725",,36.4072222,-105.5725,"Taos, New Mexico","New Mexico"
rec_cp1v79b4f9p514bq7g60,"Janesville","40.2966667, -120.5230556","eyJpIjoiNDAuMjk2NjY2NywgLTEyMC41MjMwNTU2IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDAuMjk2NjY3LCJsbmciOi0xMjAuNTIzMDU2LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",40.2966667,-120.5230556,"Janesville, California","California"
rec_cp1v79b4f9p514bq7g6g,"grimsby (uk/england)","53.533333, -0.05","eyJpIjoiNTMuNTMzMzMzLCAtMC4wNSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjUzLjUzMzMzMywibG5nIjotMC4wNSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",53.533333,-0.05,,
rec_cp1v79b4f9p514bq7g70,"Etna","41.4569444, -122.8936111",,41.4569444,-122.8936111,"Etna, California","California"
rec_cp1v79b4f9p514bq7g7g,"Effort","40.9391667, -75.4352778","eyJpIjoiNDAuOTM5MTY2NywgLTc1LjQzNTI3NzgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MC45MzkxNjcsImxuZyI6LTc1LjQzNTI3OCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",40.9391667,-75.4352778,"Effort, Pennsylvania","Pennsylvania"
rec_cp1v79b4f9p514bq7g80,"King's Lynn","52.75649, 0.400174","eyJpIjoiNTIuNzU2NDksIDAuNDAwMTc0IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NTIuNzU2NDksImxuZyI6MC40MDAxNzQsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",52.75649,0.400174,"King's Lynn, England","England"
rec_cp1v79b4f9p514bq7g8g,"Brunswick","41.218574, -81.860682","eyJpIjoiNDEuMjE4NTc0LCAtODEuODYwNjgyIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDEuMjE4NTc0LCJsbmciOi04MS44NjA2ODIsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",41.218574,-81.860682,"Brunswick, Ohio","Ohio"
rec_cp1v79b4f9p514bq7g90,"kent","41.7247222, -73.4775","eyJpIjoiNDEuNzI0NzIyMiwgLTczLjQ3NzUiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MS43MjQ3MjIsImxuZyI6LTczLjQ3NzUsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",41.7247222,-73.4775,"kent, ct","ct"
rec_cp1v79b4f9p514bq7g9g,"Holderness","43.7319444, -71.5888889","eyJpIjoiNDMuNzMxOTQ0NCwgLTcxLjU4ODg4ODkiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0My43MzE5NDQsImxuZyI6LTcxLjU4ODg4OSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",43.7319444,-71.5888889,"Holderness, New Hampshire","New Hampshire"
rec_cp1v79b4f9p514bq7ga0,"Rocky Mount","38.2722222, -92.7194444",,38.2722222,-92.7194444,"Rocky Mount, Missouri","Missouri"
rec_cp1v79b4f9p514bq7gag,"Marcy","43.1705556, -75.2919444","eyJpIjoiNDMuMTcwNTU1NiwgLTc1LjI5MTk0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0My4xNzA1NTYsImxuZyI6LTc1LjI5MTk0NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",43.1705556,-75.2919444,"Marcy, New York","New York"
rec_cp1v79b4f9p514bq7gb0,"Crestview","30.7619444, -86.5705556","eyJpIjoiMzAuNzYxOTQ0NCwgLTg2LjU3MDU1NTYiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozMC43NjE5NDQsImxuZyI6LTg2LjU3MDU1NiwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",30.7619444,-86.5705556,"Crestview, Florida","Florida"
rec_cp1v79b4f9p514bq7gbg,"Québec","46.8, -71.25",,46.8,-71.25,"Québec, Quebec","Quebec"
rec_cp1v79b4f9p514bq7gc0,"johnstown","40.3266667, -78.9222222","eyJpIjoiNDAuMzI2NjY2NywgLTc4LjkyMjIyMjIiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MC4zMjY2NjcsImxuZyI6LTc4LjkyMjIyMiwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",40.3266667,-78.9222222,"johnstown, pa","pa"
rec_cp1v79b4f9p514bq7gcg,"Chalfont","40.2883333, -75.2094444","eyJpIjoiNDAuMjg4MzMzMywgLTc1LjIwOTQ0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MC4yODgzMzMsImxuZyI6LTc1LjIwOTQ0NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",40.2883333,-75.2094444,"Chalfont, Pennsylvania","Pennsylvania"
rec_cp1v79b4f9p514bq7gd0,"Schulenburg","29.5894444, -96.9847222",,29.5894444,-96.9847222,"Schulenburg, Texas","Texas"
rec_cp1v79b4f9p514bq7gdg,"homestead","25.4683333, -80.4777778","eyJpIjoiMjUuNDY4MzMzMywgLTgwLjQ3Nzc3NzgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjoyNS40NjgzMzMsImxuZyI6LTgwLjQ3Nzc3OCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",25.4683333,-80.4777778,"homestead, fl","fl"
rec_cp1v79b4f9p514bq7ge0,"Firebaugh","36.8588889, -120.455","eyJpIjoiMzYuODU4ODg4OSwgLTEyMC40NTUiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozNi44NTg4ODksImxuZyI6LTEyMC40NTUsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",36.8588889,-120.455,"Firebaugh, California","California"
rec_cp1v79b4f9p514bq7geg,"Chesapeake","36.768209, -76.287493",,36.768209,-76.287493,"Chesapeake, Virginia","Virginia"
rec_cp1v79b4f9p514bq7gf0,"Summit","45.3044444, -97.0361111","eyJpIjoiNDUuMzA0NDQ0NCwgLTk3LjAzNjExMTEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0NS4zMDQ0NDQsImxuZyI6LTk3LjAzNjExMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",45.3044444,-97.0361111,"Summit, South Dakota","South Dakota"
rec_cp1v79b4f9p514bq7gfg,"creve coeur","38.6608333, -90.4225","eyJpIjoiMzguNjYwODMzMywgLTkwLjQyMjUiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozOC42NjA4MzMsImxuZyI6LTkwLjQyMjUsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",38.6608333,-90.4225,"creve coeur, mo","mo"
rec_cp1v79b4f9p514bq7gg0,"Lehighton","40.8336111, -75.7141667",,40.8336111,-75.7141667,"Lehighton, Pennsylvania","Pennsylvania"
rec_cp1v79b4f9p514bq7ggg,"Whitecourt","54.133333, -115.683333","eyJpIjoiNTQuMTMzMzMzLCAtMTE1LjY4MzMzMyIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjU0LjEzMzMzMywibG5nIjotMTE1LjY4MzMzMywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",54.133333,-115.683333,"Whitecourt, Alberta","Alberta"
rec_cp1v79b4f9p514bq7gh0,"east pennant (canada)","44.466471, -63.630461","eyJpIjoiNDQuNDY2NDcxLCAtNjMuNjMwNDYxIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDQuNDY2NDcxLCJsbmciOi02My42MzA0NjEsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",44.466471,-63.630461,"east pennant (canada), ns","ns"
rec_cp1v79b4f9p514bq7ghg,"Winchester","37.99, -84.1797222","eyJpIjoiMzcuOTksIC04NC4xNzk3MjIyIiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MzcuOTksImxuZyI6LTg0LjE3OTcyMiwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",37.99,-84.1797222,"Winchester, Kentucky","Kentucky"
rec_cp1v79b4f9p514bq7gi0,"Vaudreuil-Dorion","45.404236, -74.03796","eyJpIjoiNDUuNDA0MjM2LCAtNzQuMDM3OTYiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0NS40MDQyMzYsImxuZyI6LTc0LjAzNzk2LCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",45.404236,-74.03796,"Vaudreuil-Dorion, Quebec","Quebec"
rec_cp1v79b4f9p514bq7gig,"Gatesville","36.4033333, -76.7533333",,36.4033333,-76.7533333,"Gatesville, North Carolina","North Carolina"
rec_cp1v79b4f9p514bq7gj0,"Kidlington","51.816667, -1.283333","eyJpIjoiNTEuODE2NjY3LCAtMS4yODMzMzMiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo1MS44MTY2NjcsImxuZyI6LTEuMjgzMzMzLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",51.816667,-1.283333,"Kidlington, England","England"
rec_cp1v79b4f9p514bq7gjg,"Haleyville","34.2263889, -87.6213889","eyJpIjoiMzQuMjI2Mzg4OSwgLTg3LjYyMTM4ODkiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozNC4yMjYzODksImxuZyI6LTg3LjYyMTM4OSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",34.2263889,-87.6213889,"Haleyville, Alabama","Alabama"
rec_cp1v79b4f9p514bq7gk0,"Padang","-0.95, 100.353056",,-0.95,100.353056,"Padang, West Sumatra","West Sumatra"
rec_cp1v79b4f9p514bq7gkg,"Harvard","42.4222222, -88.6136111","eyJpIjoiNDIuNDIyMjIyMiwgLTg4LjYxMzYxMTEiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Mi40MjIyMjIsImxuZyI6LTg4LjYxMzYxMSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",42.4222222,-88.6136111,"Harvard, Illinois","Illinois"
rec_cp1v79b4f9p514bq7gl0,"kingston upon hull (uk/england)","53.716667, -0.333333","eyJpIjoiNTMuNzE2NjY3LCAtMC4zMzMzMzMiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo1My43MTY2NjcsImxuZyI6LTAuMzMzMzMzLCJibG9ja0luc3RhbGxhdGlvbklkcyI6WyJibGlwS0ZxMmR1ZWV3V1JsNCJdLCJsb2NhdGlvbkZpZWxkSWQiOiJmbGRZYzlhamtPQ1BJZXQxUCJ9LCJlIjowfQ==",53.716667,-0.333333,,
rec_cp1v79b4f9p514bq7glg,"Tuscola","32.2094444, -99.7963889",,32.2094444,-99.7963889,"Tuscola, Texas","Texas"
rec_cp1v79b4f9p514bq7gm0,"Philadelphia","39.9522222, -75.1641667","eyJpIjoiMzkuOTUyMjIyMiwgLTc1LjE2NDE2NjciLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozOS45NTIyMjIsImxuZyI6LTc1LjE2NDE2NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",39.9522222,-75.1641667,"Philadelphia, Pennsylvania","Pennsylvania"
rec_cp1v79b4f9p514bq7gmg,"Deerwood","46.4736111, -93.8986111",,46.4736111,-93.8986111,"Deerwood, Minnesota","Minnesota"
rec_cp1v79b4f9p514bq7gn0,"Red Hill","40.3727778, -75.4813889","eyJpIjoiNDAuMzcyNzc3OCwgLTc1LjQ4MTM4ODkiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MC4zNzI3NzgsImxuZyI6LTc1LjQ4MTM4OSwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",40.3727778,-75.4813889,"Red Hill, Pennsylvania","Pennsylvania"
rec_cp1v79b4f9p514bq7gng,"Carmel","41.43, -73.6805556","eyJpIjoiNDEuNDMsIC03My42ODA1NTU2IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NDEuNDMsImxuZyI6LTczLjY4MDU1NiwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",41.43,-73.6805556,"Carmel, New York","New York"
rec_cp1v79b4f9p514bq7go0,"Dunnellon","29.1458333, -82.4994444",,29.1458333,-82.4994444,"Dunnellon, Florida","Florida"
